name,passmark,rank,value,price
AMD Opteron 2384,3538,1090,4.21,840.0
AMD Opteron 2386 SE,3538,1091,NA,
AMD Opteron 2393 SE,2246,1519,NA,
AMD Opteron 2427,3069,1223,31.00,99.0
AMD Opteron 2431,4516,880,112.91,40.0
AMD Opteron 2435,4708,841,24.91,189.0
AMD Opteron 246,632,2332,31.62,19.99
AMD Opteron 248,476,2432,4.77,99.95
AMD Opteron 250,649,2322,59.01,11.0
AMD Opteron 252,760,2271,12.00,63.36
AMD Opteron 254,693,2303,NA,
AMD Opteron 256,963,2165,50.72,19.0
AMD Opteron 265,963,2166,6.02,159.95
AMD Opteron 270,1083,2091,1.78,607.47
AMD Opteron 275,1291,1968,19.87,64.99
AMD Opteron 280,1272,1982,1.60,796.67
AMD Opteron 285,1470,1879,NA,
AMD Opteron 290,1464,1882,10.85,135.0
AMD Opteron 3260 HE,3259,1159,NA,
AMD Opteron 3280,5403,721,19.78,273.18
AMD Opteron 3320 EE,2675,1356,NA,
AMD Opteron 3350 HE,4009,975,NA,
AMD Opteron 3365,5963,648,NA,
AMD Opteron 3380,6384,611,7.89,809.0
AMD Opteron 4122,2942,1265,23.55,124.99
AMD Opteron 4162 EE,3166,1190,NA,
AMD Opteron 4170 HE,3664,1060,62.11,59.0
AMD Opteron 4184,4418,901,8.50,519.95
AMD Opteron 4280,6430,604,128.63,49.99
AMD Opteron 4284,6660,583,111.03,59.99
AMD Opteron 4332 HE,5614,689,NA,
AMD Opteron 4334,6099,637,28.18,216.42
AMD Opteron 4365 EE,5025,786,NA,
AMD Opteron 4386,6761,572,48.30,139.99
AMD Opteron 6128,4505,882,214.63,20.99
AMD Opteron 6134,2938,1266,66.81,43.99
AMD Opteron 6136,4631,855,42.10,110.0
AMD Opteron 6164 HE,5351,729,NA,
AMD Opteron 6174,6171,627,62.34,99.0
AMD Opteron 6176 SE,5465,710,34.37,159.0
AMD Opteron 6212,5776,670,192.62,29.99
AMD Opteron 6220,6785,567,113.11,59.99
AMD Opteron 6234,5938,653,84.84,69.99
AMD Opteron 6238,7673,488,127.92,59.99
AMD Opteron 6272,6748,574,112.50,59.99
AMD Opteron 6274,4865,817,20.36,239.0
AMD Opteron 6276,9011,373,47.94,187.99
AMD Opteron 6282 SE,9116,363,70.13,129.99
AMD Opteron 6287 SE,9789,304,NA,
AMD Opteron 6328,7813,471,39.07,199.99
AMD Opteron 6366 HE,7503,500,37.52,199.99
AMD Opteron 6376,9414,339,144.84,65.0
AMD Opteron 6378,2152,1551,10.76,199.99
AMD Opteron 6380,10081,278,100.83,99.99
AMD Opteron 6386 SE,10748,240,71.66,149.99
AMD Opteron 8354,2255,1515,102.52,22.0
AMD Opteron 8439 SE,3813,1019,50.84,75.0
AMD Opteron X2170 APU,3059,1227,NA,
AMD Opteron X3216 APU,2368,1469,NA,
AMD Opteron X3421 APU,4899,809,NA,
AMD Phenom 2 X4 12000,3005,1245,NA,
AMD Phenom 7950 Quad-Core,2991,1249,NA,
AMD Phenom 8250 Triple-Core,1644,1797,NA,
AMD Phenom 8250e Triple-Core,1619,1811,34.45,46.99
AMD Phenom 8400 Triple-Core,1631,1805,NA,
AMD Phenom 8450 Triple-Core,1887,1673,63.04,29.95
AMD Phenom 8450e Triple-Core,2040,1598,NA,
AMD Phenom 8600 Triple-Core,1713,1754,32.33,52.99
AMD Phenom 8600B Triple-Core,1915,1654,36.15,52.99
AMD Phenom 8650 Triple-Core,1988,1621,39.78,49.99
AMD Phenom 8750 Triple-Core,2058,1592,NA,
AMD Phenom 8750B Triple-Core,2034,1602,NA,
AMD Phenom 8850 Triple-Core,2026,1605,NA,
AMD Phenom 8850B Triple-Core,2080,1585,NA,
AMD Phenom 9100e Quad-Core,1835,1699,45.96,39.95
AMD Phenom 9150e Quad-Core,2114,1569,52.92,39.95
AMD Phenom 9350e Quad-Core,2320,1479,0.69,3382.07
AMD Phenom 9450e Quad-Core,2621,1372,24.96,105.0
AMD Phenom 9500 Quad-Core,2202,1535,75.98,28.99
AMD Phenom 9550 Quad-Core,2544,1402,87.76,28.99
AMD Phenom 9600 Quad-Core,2305,1487,46.16,49.95
AMD Phenom 9600B Quad-Core,2573,1390,17.48,147.19
AMD Phenom 9650 Quad-Core,2635,1367,47.97,54.95
AMD Phenom 9750 Quad-Core,2811,1312,46.91,59.95
AMD Phenom 9750B Quad-Core,2709,1346,NA,
AMD Phenom 9850 Quad-Core,2892,1289,24.11,119.99
AMD Phenom 9850B Quad-Core,3160,1197,NA,
AMD Phenom 9950 Quad-Core,3013,1240,22.32,134.99
AMD Phenom FX-5000 Quad-Core,2517,1411,NA,
AMD Phenom FX-5200 Quad-Core,2948,1264,NA,
AMD Phenom FX-7750 Quad-Core,3616,1067,NA,
AMD Phenom II 42 TWKR Black Edition,3489,1100,NA,
AMD Phenom II N620 Dual-Core,1679,1777,420.83,3.99
AMD Phenom II N640 Dual-Core,1716,1750,26.43,64.95
AMD Phenom II N660 Dual-Core,1851,1689,18.70,99.0
AMD Phenom II N830 3+1,2652,1363,NA,
AMD Phenom II N830 Triple-Core,1890,1671,NA,
AMD Phenom II N850 Triple-Core,1937,1645,77.50,25.0
AMD Phenom II N870 Triple-Core,1988,1620,NA,
AMD Phenom II N930 Quad-Core,2273,1508,17.50,129.95
AMD Phenom II N950 Quad-Core,2485,1426,22.07,112.6
AMD Phenom II N970 Quad-Core,2524,1408,16.83,149.99
AMD Phenom II P650 Dual-Core,1597,1826,45.66,35.0
AMD Phenom II P820 Triple-Core,1604,1819,NA,
AMD Phenom II P840 Triple-Core,1741,1738,NA,
AMD Phenom II P860 Triple-Core,1759,1725,NA,
AMD Phenom II P920 Quad-Core,1866,1682,24.89,75.0
AMD Phenom II P940 Quad-Core,1820,1706,NA,
AMD Phenom II P960 Quad-Core,2084,1583,74.45,28.0
AMD Phenom II X2 511,2104,1573,NA,
AMD Phenom II X2 521,2071,1588,NA,
AMD Phenom II X2 545,1914,1655,21.28,89.96
AMD Phenom II X2 550,2022,1607,21.45,94.32
AMD Phenom II X2 555,2046,1597,20.74,98.67
AMD Phenom II X2 560,2058,1593,51.47,39.99
AMD Phenom II X2 565,2211,1531,73.73,29.99
AMD Phenom II X2 570,1960,1634,NA,
AMD Phenom II X2 B53,1709,1758,NA,
AMD Phenom II X2 B55,1916,1653,39.92,48.0
AMD Phenom II X2 B57,1826,1704,NA,
AMD Phenom II X2 B59,2154,1550,107.85,19.98
AMD Phenom II X3 700e,2285,1499,NA,
AMD Phenom II X3 705e,2227,1525,14.63,152.34
AMD Phenom II X3 710,2446,1437,28.94,84.53
AMD Phenom II X3 715,2649,1365,31.17,84.99
AMD Phenom II X3 720,2673,1357,21.88,122.19
AMD Phenom II X3 740,2985,1250,33.55,88.99
AMD Phenom II X3 B73,2735,1341,36.47,75.0
AMD Phenom II X3 B75,2929,1271,73.25,39.99
AMD Phenom II X3 B77,3067,1224,137.64,22.29
AMD Phenom II X4 805,3001,1247,17.25,173.99
AMD Phenom II X4 810,3124,1206,26.94,115.99
AMD Phenom II X4 820,3400,1122,45.37,74.95
AMD Phenom II X4 830,3434,1115,42.96,79.95
AMD Phenom II X4 840,3507,1095,39.00,89.95
AMD Phenom II X4 840T,3601,1072,51.45,69.99
AMD Phenom II X4 850,3546,1087,54.57,64.99
AMD Phenom II X4 8700e,2377,1463,NA,
AMD Phenom II X4 900e,2882,1293,NA,
AMD Phenom II X4 905e,3086,1218,57.17,53.99
AMD Phenom II X4 910,3252,1162,32.52,100.0
AMD Phenom II X4 910e,3253,1160,20.72,156.99
AMD Phenom II X4 920,3393,1128,49.18,68.99
AMD Phenom II X4 925,3421,1117,77.78,43.99
AMD Phenom II X4 940,3592,1073,60.55,59.34
AMD Phenom II X4 945,3656,1062,53.68,68.11
AMD Phenom II X4 955,3928,996,30.18,130.16
AMD Phenom II X4 960T,3787,1026,59.19,63.99
AMD Phenom II X4 965,4188,944,72.22,58.0
AMD Phenom II X4 970,4323,922,29.19,148.11
AMD Phenom II X4 973,3759,1034,NA,
AMD Phenom II X4 975,4459,891,31.93,139.69
AMD Phenom II X4 977,3750,1037,NA,
AMD Phenom II X4 980,4493,886,19.54,229.99
AMD Phenom II X4 B05e,2792,1318,NA,
AMD Phenom II X4 B15e,2736,1340,NA,
AMD Phenom II X4 B25,3330,1143,NA,
AMD Phenom II X4 B35,3383,1131,NA,
AMD Phenom II X4 B40,3376,1133,NA,
AMD Phenom II X4 B45,3470,1108,NA,
AMD Phenom II X4 B50,3700,1052,NA,
AMD Phenom II X4 B55,3859,1006,NA,
AMD Phenom II X4 B60,4043,968,NA,
AMD Phenom II X4 B65,4177,947,NA,
AMD Phenom II X4 B70,4261,930,NA,
AMD Phenom II X4 B93,3358,1136,NA,
AMD Phenom II X4 B95,3684,1057,50.50,72.95
AMD Phenom II X4 B97,3865,1004,67.82,56.99
AMD Phenom II X4 B99,4130,957,NA,
AMD Phenom II X6 1035T,4652,849,24.62,189.0
AMD Phenom II X6 1045T,4809,824,44.53,108.01
AMD Phenom II X6 1055T,4962,799,33.08,149.99
AMD Phenom II X6 1065T,5049,780,NA,
AMD Phenom II X6 1075T,5338,734,47.25,112.99
AMD Phenom II X6 1090T,5576,694,14.08,396.08
AMD Phenom II X6 1100T,5721,676,28.90,197.99
AMD Phenom II X6 1405T,5042,784,NA,
AMD Phenom II X620 Dual-Core,2189,1540,NA,
AMD Phenom II X640 Dual-Core,2021,1608,NA,
AMD Phenom II X920 Quad-Core,2650,1364,NA,
AMD Phenom II X940 Quad-Core,2695,1350,NA,
AMD Phenom Ultra X4 24500,3945,993,NA,
AMD Phenom X2 Dual-Core GE-4060,1697,1767,NA,
AMD Phenom X2 Dual-Core GE-5560,2206,1532,NA,
AMD Phenom X2 Dual-Core GE-7060,1752,1732,NA,
AMD Phenom X2 Dual-Core GP-5000,1180,2033,NA,
AMD Phenom X2 Dual-Core GP-7730,1435,1894,NA,
AMD Phenom X3 8550,1922,1651,11.31,169.95
AMD Phenom X4 Quad-Core GP-9500,1757,1727,NA,
AMD Phenom X4 Quad-Core GP-9530,1994,1617,NA,
AMD Phenom X4 Quad-Core GP-9600,2235,1523,NA,
AMD Phenom X4 Quad-Core GP-9730,2897,1288,NA,
AMD Phenom X4 Quad-Core GP-9830,2715,1345,NA,
AMD Phenom X4 Quad-Core GP-9930,2690,1352,NA,
AMD Phenom X4 Quad-Core GS-5560,1211,2018,NA,
AMD PRO A10-8700B,3583,1078,NA,
AMD PRO A10-8730B,3971,986,NA,
AMD PRO A10-8750B,5470,709,NA,
AMD PRO A10-8770,5707,677,NA,
AMD PRO A10-8770E,5045,782,NA,
AMD PRO A10-8850B,5852,662,NA,
AMD PRO A10-9700,5677,684,33.59,169.0
AMD PRO A10-9700B,4393,904,NA,
AMD PRO A10-9700E,5066,775,36.45,139.0
AMD PRO A12-8800B,4137,954,NA,
AMD PRO A12-8830B,4325,920,NA,
AMD PRO A12-8870,6067,641,NA,
AMD PRO A12-8870E,5186,752,NA,
AMD PRO A12-9800,6199,624,36.68,169.0
AMD PRO A12-9800B,4132,956,NA,
AMD PRO A12-9800E,4769,832,28.22,169.0
AMD PRO A4-3350B APU,2274,1506,NA,
AMD PRO A4-8350B,2791,1319,NA,
AMD PRO A6-7350B,2759,1332,NA,
AMD PRO A6-8500B,2516,1412,NA,
AMD PRO A6-8530B,2388,1459,NA,
AMD PRO A6-8550B,2985,1251,NA,
AMD PRO A6-8570,3049,1233,NA,
AMD PRO A6-8570E,2824,1304,NA,
AMD PRO A6-9500,3239,1170,43.77,74.0
AMD PRO A6-9500B,2076,1587,NA,
AMD PRO A6-9500E,2761,1331,37.31,74.0
AMD PRO A8-8600B,3544,1088,NA,
AMD PRO A8-8650B,5426,717,NA,
AMD PRO A8-8670E,5015,788,NA,
AMD PRO A8-9600,5296,741,44.51,119.0
AMD PRO A8-9600B,3979,982,NA,
AMD QC-4000,1663,1787,NA,
AMD R-260H APU,1576,1832,NA,
AMD R-460L APU,1954,1637,NA,
AMD R-464L APU,3117,1209,NA,
AMD RX-427BB,4333,917,NA,
AMD Ryzen 3 1200,6748,575,74.99,89.99
AMD Ryzen 3 1300X,7496,501,54.69,137.08
AMD Ryzen 3 2200G,7317,521,77.03,94.99
AMD Ryzen 3 2200GE,6861,562,NA,
AMD Ryzen 3 2200U,4515,881,NA,
AMD Ryzen 3 2300U,5945,650,NA,
AMD Ryzen 3 2300X,9011,374,NA,
AMD Ryzen 3 PRO 1200,7069,543,NA,
AMD Ryzen 3 PRO 1300,8022,453,NA,
AMD Ryzen 3 PRO 2200G,8060,449,NA,
AMD Ryzen 3 PRO 2200GE,7743,477,NA,
AMD Ryzen 3 PRO 2300U,7148,535,NA,
AMD Ryzen 5 1400,8377,421,57.78,144.99
AMD Ryzen 5 1500X,10080,279,69.52,144.99
AMD Ryzen 5 1600,12269,198,81.80,149.99
AMD Ryzen 5 1600X,13224,174,80.56,164.16
AMD Ryzen 5 2400G,9274,352,61.84,149.99
AMD Ryzen 5 2400GE,7932,460,NA,
AMD Ryzen 5 2500U,7322,520,NA,
AMD Ryzen 5 2600,13533,169,82.03,164.99
AMD Ryzen 5 2600X,14366,143,79.82,179.99
AMD Ryzen 5 PRO 1500,10118,274,NA,
AMD Ryzen 5 PRO 1600,12213,200,NA,
AMD Ryzen 5 PRO 2400G,10046,281,NA,
AMD Ryzen 5 PRO 2400GE,9376,342,NA,
AMD Ryzen 5 PRO 2500U,8786,395,NA,
AMD Ryzen 5 PRO 2600,14645,134,NA,
AMD Ryzen 7 1700,13743,161,80.85,169.99
AMD Ryzen 7 1700X,14673,133,77.23,189.99
AMD Ryzen 7 1800X,15399,119,55.75,276.25
AMD Ryzen 7 2700,14997,129,57.69,259.95
AMD Ryzen 7 2700U,7329,517,NA,
AMD Ryzen 7 2700X,16982,83,54.78,309.99
AMD Ryzen 7 2800H,8498,414,NA,
AMD Ryzen 7 PRO 1700,14171,148,NA,
AMD Ryzen 7 PRO 1700X,15349,120,NA,
AMD Ryzen 7 PRO 2700,15897,111,NA,
AMD Ryzen 7 PRO 2700U,9004,376,NA,
AMD Ryzen 7 PRO 2700X,17276,79,NA,
AMD Ryzen Embedded V1202B,5051,779,NA,
AMD Ryzen Embedded V1605B,7667,490,NA,
AMD Ryzen Embedded V1807B,7185,532,NA,
AMD Ryzen Threadripper 1900X,16019,106,50.63,316.38
AMD Ryzen Threadripper 1920X,19338,57,44.40,435.56
AMD Ryzen Threadripper 1950X,21907,29,37.13,589.99
AMD Ryzen Threadripper 2920X,21702,33,33.39,649.99
AMD Ryzen Threadripper 2950X,25681,11,29.52,869.99
AMD Ryzen Threadripper 2970WX,18950,62,15.79,1199.99
AMD Ryzen Threadripper 2990WX,24152,18,13.96,1729.99
AMD Ryzen Threadripper 2990X,18311,70,NA,
AMD Sempron 130,656,2321,26.29,24.99
AMD Sempron 140,735,2281,18.57,39.59
AMD Sempron 145,805,2253,8.49,94.92
AMD Sempron 150,707,2296,15.74,44.95
AMD Sempron 200U,267,2684,3.08,87.0
AMD Sempron 2100+,392,2528,NA,
AMD Sempron 210U,391,2530,NA,
AMD Sempron 2200+,281,2668,9.38,29.99
AMD Sempron 2300+,318,2603,7.07,45.0
AMD Sempron 240,2110,1571,36.39,58.0
AMD Sempron 2400+,313,2612,12.06,26.0
AMD Sempron 2500+,335,2587,3.54,94.95
AMD Sempron 2600+,373,2546,10.70,34.95
AMD Sempron 2650 APU,946,2177,30.54,31.0
AMD Sempron 2800+,383,2534,6.40,59.95
AMD Sempron 3000+,409,2501,20.47,20.0
AMD Sempron 3100+,452,2455,7.53,60.0
AMD Sempron 3200+,406,2503,3.10,131.22
AMD Sempron 3300+,484,2426,8.07,60.0
AMD Sempron 3400+,454,2454,3.46,131.22
AMD Sempron 3500+,379,2537,18.98,20.0
AMD Sempron 3600+,487,2419,40.59,12.0
AMD Sempron 3800+,554,2372,3.62,152.92
AMD Sempron 3850 APU,1716,1752,35.11,48.88
AMD Sempron Dual Core 2100,936,2184,24.02,39.0
AMD Sempron Dual Core 2200,995,2141,NA,
AMD Sempron Dual Core 2300,982,2150,23.39,41.99
AMD Sempron Dual Core 4700,948,2175,NA,
AMD Sempron Dual Core 4900,1081,2093,NA,
AMD Sempron LE-1100,438,2472,NA,
AMD Sempron LE-1150,445,2462,NA,
AMD Sempron LE-1200,528,2386,NA,
AMD Sempron LE-1250,541,2378,5.41,99.95
AMD Sempron LE-1300,605,2343,30.28,20.0
AMD Sempron LE-1600,535,2383,NA,
AMD Sempron LE-1620,635,2330,NA,
AMD Sempron LE-1640,759,2272,NA,
AMD Sempron LE-250,490,2413,NA,
AMD Sempron M100,558,2371,46.58,12.0
AMD Sempron M120,582,2355,NA,
AMD Sempron SI-40,443,2465,36.93,12.0
AMD Sempron SI-42,454,2453,15.16,30.01
AMD Sempron X2 180,1222,2010,17.62,69.4
AMD Sempron X2 190,1509,1863,18.09,83.44
AMD Sempron X2 198 Dual-Core,1413,1904,NA,
AMD Turion 64 Mobile MK-36,465,2440,NA,
AMD Turion 64 Mobile MK-38,513,2397,NA,
AMD Turion 64 Mobile ML-28,390,2531,NA,
AMD Turion 64 Mobile ML-30,402,2511,NA,
AMD Turion 64 Mobile ML-32,409,2498,NA,
AMD Turion 64 Mobile ML-34,425,2488,NA,
AMD Turion 64 Mobile ML-37,442,2466,2.25,196.5
AMD Turion 64 Mobile ML-40,522,2391,NA,
AMD Turion 64 Mobile ML-42,615,2339,NA,
AMD Turion 64 Mobile ML-44,591,2350,NA,
AMD Turion 64 Mobile MT-28,419,2490,NA,
AMD Turion 64 Mobile MT-30,378,2538,NA,
AMD Turion 64 Mobile MT-32,426,2487,NA,
AMD Turion 64 Mobile MT-34,429,2483,NA,
AMD Turion 64 Mobile MT-37,484,2425,NA,
AMD Turion 64 Mobile MT-40,536,2381,NA,
AMD Turion 64 X2 Mobile TL-50,745,2278,14.92,49.99
AMD Turion 64 X2 Mobile TL-52,767,2265,NA,
AMD Turion 64 X2 Mobile TL-56,886,2213,44.33,20.0
AMD Turion 64 X2 Mobile TL-58,945,2178,NA,
AMD Turion 64 X2 Mobile TL-60,993,2146,45.24,21.95
AMD Turion 64 X2 Mobile TL-62,1087,2086,3.50,311.0
AMD Turion 64 X2 Mobile TL-64,1095,2079,27.82,39.39
AMD Turion 64 X2 Mobile TL-66,1141,2058,3.02,378.0
AMD Turion 64 X2 Mobile TL-68,1162,2044,12.92,90.0
AMD Turion Dual-Core RM-70,904,2207,36.16,25.0
AMD Turion Dual-Core RM-72,860,2220,22.65,38.0
AMD Turion Dual-Core RM-74,1016,2128,NA,
AMD Turion Dual-Core RM-75,977,2153,35.61,27.46
AMD Turion II Dual-Core Mobile M500,1294,1965,NA,
AMD Turion II Dual-Core Mobile M520,1305,1956,18.89,69.1
AMD Turion II Dual-Core Mobile M540,1338,1942,NA,
AMD Turion II N530 Dual-Core,1583,1831,52.78,30.0
AMD Turion II N550 Dual-Core,1521,1853,NA,
AMD Turion II Neo K625 Dual-Core,973,2154,NA,
AMD Turion II Neo K685 Dual-Core,1186,2029,NA,
AMD Turion II Neo N40L Dual-Core,927,2191,NA,
AMD Turion II Neo N54L Dual-Core,1376,1921,NA,
AMD Turion II P520 Dual-Core,1357,1932,NA,
AMD Turion II P540 Dual-Core,1429,1895,28.62,49.95
AMD Turion II P560 Dual-Core,1514,1862,NA,
AMD Turion II Ultra Dual-Core Mobile M600,1406,1906,78.98,17.81
AMD Turion II Ultra Dual-Core Mobile M620,1427,1897,NA,
AMD Turion II Ultra Dual-Core Mobile M640,1669,1784,NA,
AMD Turion II Ultra Dual-Core Mobile M660,1533,1848,NA,
AMD Turion Neo X2 Dual Core L625,819,2244,NA,
AMD Turion X2 Dual Core L510,923,2195,NA,
AMD Turion X2 Dual Core Mobile RM-70,858,2224,6.48,132.56
AMD Turion X2 Dual Core Mobile RM-76,1059,2102,NA,
AMD Turion X2 Dual-Core Mobile RM-70,994,2144,NA,
AMD Turion X2 Dual-Core Mobile RM-72,1083,2090,4.83,224.26
AMD Turion X2 Dual-Core Mobile RM-74,1059,2101,43.31,24.47
AMD Turion X2 Dual-Core Mobile RM-75,1137,2060,NA,
AMD Turion X2 Dual-Core Mobile RM-77,1149,2052,NA,
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,1020,2125,72.89,14.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,1084,2089,NA,
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,1213,2015,94.53,12.84
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,1234,2006,27.43,45.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,1297,1963,23.58,55.0
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,1256,1990,31.44,39.95
AMD TurionX2 Dual Core Mobile RM-70,997,2140,NA,
AMD TurionX2 Dual Core Mobile RM-72,1026,2120,NA,
AMD TurionX2 Ultra DualCore Mobile ZM-85,1454,1887,NA,
AMD V105,299,2632,NA,
AMD V120,623,2337,NA,
AMD V140,642,2328,12.86,49.95
AMD V160,677,2312,NA,
AMD Z-01,523,2390,NA,
AMD Z-60 APU,500,2408,NA,
AMD-K6 3D,90,2808,NA,
AMD-K6-III,108,2805,NA,
AMD-K7,403,2510,NA,
Athlon 64 Dual Core 3800+,1234,2007,NA,
Athlon 64 Dual Core 4200+,1156,2049,5.64,204.95
Athlon 64 Dual Core 4800+,1370,1923,NA,
Athlon 64 Dual Core 5000+,1507,1864,NA,
Athlon 64 Dual Core 5400+,1614,1814,NA,
Athlon 64 Dual Core 5600+,1548,1843,NA,
Athlon Dual Core 4050e,968,2160,NA,
Athlon Dual Core 4450e,1204,2020,NA,
Athlon Dual Core 4850e,1327,1947,NA,
Celeron Dual-Core Q8300 @ 2.50GHz,2837,1301,NA,
Celeron Dual-Core T3000 @ 1.80GHz,1084,2088,NA,
Celeron Dual-Core T3100 @ 1.90GHz,1168,2040,NA,
Celeron Dual-Core T3300 @ 2.00GHz,1200,2023,NA,
Celeron Dual-Core T3500 @ 2.10GHz,1276,1979,NA,
Dual-Core AMD Opteron 1220 SE,1206,2019,NA,
HP Hexa-Core 2.0GHz,2178,1542,4.32,504.27
Intel 1300 @ 1.66GHz,857,2226,NA,
Intel 1400 @ 1.83GHz,980,2151,NA,
Intel 1500 @ 2.00GHz,1024,2122,NA,
Intel Atom 230 @ 1.60GHz,307,2619,NA,
Intel Atom 330 @ 1.60GHz,587,2353,NA,
Intel Atom C2338 @ 1.74GHz,898,2210,NA,
Intel Atom C2358 @ 1.74GHz,961,2167,NA,
Intel Atom C2538 @ 2.40GHz,2085,1581,20.05,104.0
Intel Atom C2550 @ 2.40GHz,2261,1513,NA,
Intel Atom C2558 @ 2.40GHz,2169,1545,15.95,136.0
Intel Atom C2750 @ 2.40GHz,3806,1022,16.41,232.0
Intel Atom C2750 @ 2.41GHz,3344,1141,NA,
Intel Atom C2758 @ 2.40GHz,3162,1194,14.72,214.86
Intel Atom C3538 @ 2.10GHz,2455,1432,32.73,75.0
Intel Atom C3558 @ 2.20GHz,2538,1404,29.52,86.0
Intel Atom C3858 @ 2.00GHz,4852,819,14.62,332.0
Intel Atom D2500 @ 1.86GHz,404,2508,NA,
Intel Atom D2550 @ 1.86GHz,680,2311,NA,
Intel Atom D2560 @ 2.00GHz,711,2292,NA,
Intel Atom D2700 @ 2.13GHz,842,2234,NA,
Intel Atom D2701 @ 2.13GHz,720,2289,NA,
Intel Atom D410 @ 1.66GHz,301,2628,0.47,635.99
Intel Atom D425 @ 1.80GHz,345,2580,0.35,992.98
Intel Atom D510 @ 1.66GHz,657,2320,6.76,97.16
Intel Atom D525 @ 1.80GHz,705,2298,NA,
Intel Atom E3815 @ 1.46GHz,331,2593,2.22,149.0
Intel Atom E3825 @ 1.33GHz,579,2359,8.24,70.32
Intel Atom E3826 @ 1.46GHz,489,2415,NA,
Intel Atom E3827 @ 1.74GHz,849,2230,NA,
Intel Atom E3840 @ 1.91GHz,1162,2045,NA,
Intel Atom E3845 @ 1.91GHz,1499,1868,NA,
Intel Atom E3940 @ 1.60GHz,1889,1672,NA,
Intel Atom E3950 @ 1.60GHz,1855,1687,NA,
Intel Atom E660 @ 1.30GHz,271,2679,5.03,54.0
Intel Atom E680 @ 1.60GHz,346,2577,NA,
Intel Atom K510 @ 1.66GHz,658,2318,NA,
Intel Atom N2100 @ 1.60GHz,302,2624,NA,
Intel Atom N2600 @ 1.60GHz,525,2389,NA,
Intel Atom N270 @ 1.60GHz,268,2683,NA,
Intel Atom N280 @ 1.66GHz,283,2661,NA,
Intel Atom N2800 @ 1.86GHz,627,2333,NA,
Intel Atom N435 @ 1.33GHz,261,2691,NA,
Intel Atom N450 @ 1.66GHz,296,2639,NA,
Intel Atom N455 @ 1.66GHz,283,2660,NA,
Intel Atom N470 @ 1.83GHz,307,2618,NA,
Intel Atom N475 @ 1.83GHz,314,2608,NA,
Intel Atom N550 @ 1.50GHz,526,2387,6.12,86.0
Intel Atom N570 @ 1.66GHz,573,2363,6.67,86.0
Intel Atom S1260 @ 2.00GHz,916,2200,14.32,64.0
Intel Atom T5700 @ 1.70GHz,2039,1599,NA,
Intel Atom x5-E3930 @ 1.30GHz,811,2251,NA,
Intel Atom x5-E8000 @ 1.04GHz,1623,1809,NA,
Intel Atom x5-Z8300 @ 1.44GHz,1193,2025,8.97,132.99
Intel Atom x5-Z8330 @ 1.44GHz,1018,2126,NA,
Intel Atom x5-Z8350 @ 1.44GHz,1265,1988,60.28,21.0
Intel Atom x5-Z8500 @ 1.44GHz,1695,1769,27.10,62.57
Intel Atom x5-Z8550 @ 1.44GHz,1837,1698,NA,
Intel Atom x7-Z8700 @ 1.60GHz,1898,1664,25.78,73.63
Intel Atom x7-Z8750 @ 1.60GHz,1903,1661,NA,
Intel Atom Z2760 @ 1.80GHz,565,2368,NA,
Intel Atom Z3735D @ 1.33GHz,914,2201,NA,
Intel Atom Z3735E @ 1.33GHz,927,2190,7.93,117.0
Intel Atom Z3735F @ 1.33GHz,908,2206,5.01,181.3
Intel Atom Z3735G @ 1.33GHz,909,2204,NA,
Intel Atom Z3736F @ 1.33GHz,919,2197,NA,
Intel Atom Z3740 @ 1.33GHz,1062,2100,NA,
Intel Atom Z3740D @ 1.33GHz,1025,2121,NA,
Intel Atom Z3745 @ 1.33GHz,1079,2096,35.98,30.0
Intel Atom Z3745D @ 1.33GHz,1034,2114,NA,
Intel Atom Z3770 @ 1.46GHz,1245,2002,8.34,149.44
Intel Atom Z3770D @ 1.49GHz,805,2254,NA,
Intel Atom Z3775 @ 1.46GHz,1258,1989,35.96,35.0
Intel Atom Z3775D @ 1.49GHz,1278,1978,NA,
Intel Atom Z3795 @ 1.60GHz,1771,1723,NA,
Intel Atom Z510 @ 1.10GHz,194,2759,4.33,45.0
Intel Atom Z515 @ 1.20GHz,218,2735,NA,
Intel Atom Z520 @ 1.33GHz,215,2738,NA,
Intel Atom Z530 @ 1.60GHz,281,2667,NA,
Intel Atom Z540 @ 1.86GHz,348,2574,NA,
Intel Atom Z550 @ 2.00GHz,381,2535,NA,
Intel Atom Z670 @ 1.50GHz,243,2715,NA,
Intel Celeron 1.70GHz,130,2798,NA,
Intel Celeron 1.80GHz,136,2795,NA,
Intel Celeron 1000M @ 1.80GHz,1676,1778,NA,
Intel Celeron 1000MHz,213,2740,NA,
Intel Celeron 1005M @ 1.90GHz,1807,1708,NA,
Intel Celeron 1007U @ 1.50GHz,1391,1914,7.52,184.99
Intel Celeron 1017U @ 1.60GHz,1520,1855,NA,
Intel Celeron 1019Y @ 1.00GHz,931,2187,NA,
Intel Celeron 1020E @ 2.20GHz,2232,1524,NA,
Intel Celeron 1037U @ 1.80GHz,1735,1742,NA,
